Entity,Code,Year,Fossil fuels (TWh)
Vietnam,VNM,1992,64.41968
Vietnam,VNM,1993,74.419975
Vietnam,VNM,1994,82.113884
Vietnam,VNM,1995,95.861855
Vietnam,VNM,1996,110.2652
Vietnam,VNM,1997,133.44868
Vietnam,VNM,1998,148.80237
Vietnam,VNM,1999,147.31941
Vietnam,VNM,2000,171.1218
Vietnam,VNM,2001,188.54776
Vietnam,VNM,2002,211.63832
Vietnam,VNM,2003,230.26694
Vietnam,VNM,2004,296.4293
Vietnam,VNM,2005,322.2851
Vietnam,VNM,2006,282.67493
Vietnam,VNM,2007,306.57834
Vietnam,VNM,2008,384.0117
Vietnam,VNM,2009,383.77795
Vietnam,VNM,2010,460.74872
Vietnam,VNM,2011,483.52106
Vietnam,VNM,2012,479.76727
Vietnam,VNM,2013,503.62057
Vietnam,VNM,2014,562.77344
Vietnam,VNM,2015,677.61255
Vietnam,VNM,2016,726.9818
Vietnam,VNM,2017,733.62054
Vietnam,VNM,2018,860.6437
Vietnam,VNM,2019,1013.8521
Vietnam,VNM,2020,948.50055
Vietnam,VNM,2021,927.14264
Western Africa (BP),,1965,56.1691
Western Africa (BP),,1966,58.180862
Western Africa (BP),,1967,56.798878
Western Africa (BP),,1968,56.45719
Western Africa (BP),,1969,60.63492
Western Africa (BP),,1970,64.8996
Western Africa (BP),,1971,81.06108
Western Africa (BP),,1972,86.85354
Western Africa (BP),,1973,98.06428
Western Africa (BP),,1974,101.47978
Western Africa (BP),,1975,110.28246
Western Africa (BP),,1976,124.32036
Western Africa (BP),,1977,140.09834
Western Africa (BP),,1978,151.06906
Western Africa (BP),,1979,163.84541
Western Africa (BP),,1980,176.71019
Western Africa (BP),,1981,201.42624
Western Africa (BP),,1982,211.9235
Western Africa (BP),,1983,203.0692
Western Africa (BP),,1984,187.1192
Western Africa (BP),,1985,192.67142
Western Africa (BP),,1986,184.97176
Western Africa (BP),,1987,195.43867
Western Africa (BP),,1988,207.51746
Western Africa (BP),,1989,217.58488
Western Africa (BP),,1990,210.62985
Western Africa (BP),,1991,221.26001
Western Africa (BP),,1992,241.28726
Western Africa (BP),,1993,244.51126
Western Africa (BP),,1994,241.34859
Western Africa (BP),,1995,247.90141
Western Africa (BP),,1996,270.33917
Western Africa (BP),,1997,268.19882
Western Africa (BP),,1998,283.2552
Western Africa (BP),,1999,277.35046
Western Africa (BP),,2000,298.00494
Western Africa (BP),,2001,325.94867
Western Africa (BP),,2002,359.0065
Western Africa (BP),,2003,358.98843
Western Africa (BP),,2004,364.755
Western Africa (BP),,2005,381.8243
Western Africa (BP),,2006,347.89948
Western Africa (BP),,2007,378.79343
Western Africa (BP),,2008,403.33078
Western Africa (BP),,2009,375.6311
Western Africa (BP),,2010,392.98657
Western Africa (BP),,2011,431.70923
Western Africa (BP),,2012,455.82214
Western Africa (BP),,2013,463.191
Western Africa (BP),,2014,477.0462
Western Africa (BP),,2015,559.3715
Western Africa (BP),,2016,568.4473
Western Africa (BP),,2017,605.47
Western Africa (BP),,2018,678.74225
Western Africa (BP),,2019,692.68677
Western Africa (BP),,2020,703.31647
Western Africa (BP),,2021,760.7625
World,OWID_WRL,1965,40433.58
World,OWID_WRL,1966,42534.03
World,OWID_WRL,1967,44166.984
World,OWID_WRL,1968,46833.81
World,OWID_WRL,1969,49985.152
World,OWID_WRL,1970,53178.582
World,OWID_WRL,1971,55253.773
World,OWID_WRL,1972,58132.62
World,OWID_WRL,1973,61580.492
World,OWID_WRL,1974,61420.094
World,OWID_WRL,1975,61400.047
World,OWID_WRL,1976,64795.098
World,OWID_WRL,1977,66929.27
World,OWID_WRL,1978,69261.77
World,OWID_WRL,1979,71546.13
World,OWID_WRL,1980,70608.99
World,OWID_WRL,1981,69797.125
World,OWID_WRL,1982,69040.45
World,OWID_WRL,1983,69687.79
World,OWID_WRL,1984,72583.81
World,OWID_WRL,1985,73910.15
World,OWID_WRL,1986,75379.98
World,OWID_WRL,1987,77887.86
World,OWID_WRL,1988,80608.56
World,OWID_WRL,1989,82239.81
World,OWID_WRL,1990,82993.61
World,OWID_WRL,1991,83237.734
World,OWID_WRL,1992,83771.92
World,OWID_WRL,1993,83911.69
World,OWID_WRL,1994,84967.89
World,OWID_WRL,1995,86510.35
World,OWID_WRL,1996,89055.68
World,OWID_WRL,1997,89980.32
World,OWID_WRL,1998,90444.78
World,OWID_WRL,1999,91921.484
World,OWID_WRL,2000,94302.7
World,OWID_WRL,2001,95432.67
World,OWID_WRL,2002,97594.11
World,OWID_WRL,2003,101809.47
World,OWID_WRL,2004,106664.766
World,OWID_WRL,2005,110279.75
World,OWID_WRL,2006,113402.75
World,OWID_WRL,2007,117302.68
World,OWID_WRL,2008,118133.58
World,OWID_WRL,2009,115948.11
World,OWID_WRL,2010,121480.32
World,OWID_WRL,2011,124665.13
World,OWID_WRL,2012,126389.11
World,OWID_WRL,2013,128092.484
World,OWID_WRL,2014,128937.92
World,OWID_WRL,2015,129619.375
World,OWID_WRL,2016,130825.71
World,OWID_WRL,2017,132796.44
World,OWID_WRL,2018,135922.8
World,OWID_WRL,2019,136131.47
World,OWID_WRL,2020,128800.4
World,OWID_WRL,2021,136018.28
