Entity,Code,Year,Fossil fuels (TWh)
Sweden,SWE,1972,346.4247
Sweden,SWE,1973,355.53702
Sweden,SWE,1974,323.2485
Sweden,SWE,1975,324.0599
Sweden,SWE,1976,354.09747
Sweden,SWE,1977,339.53244
Sweden,SWE,1978,406.70764
Sweden,SWE,1979,439.69305
Sweden,SWE,1980,389.49515
Sweden,SWE,1981,349.5431
Sweden,SWE,1982,328.0776
Sweden,SWE,1983,292.48154
Sweden,SWE,1984,285.453
Sweden,SWE,1985,309.77722
Sweden,SWE,1986,331.90384
Sweden,SWE,1987,291.92252
Sweden,SWE,1988,275.76416
Sweden,SWE,1989,265.5102
Sweden,SWE,1990,268.20712
Sweden,SWE,1991,236.27994
Sweden,SWE,1992,245.25757
Sweden,SWE,1993,242.93082
Sweden,SWE,1994,255.36891
Sweden,SWE,1995,244.80795
Sweden,SWE,1996,263.05484
Sweden,SWE,1997,244.28334
Sweden,SWE,1998,270.73907
Sweden,SWE,1999,260.3394
Sweden,SWE,2000,230.02692
Sweden,SWE,2001,236.86372
Sweden,SWE,2002,242.44304
Sweden,SWE,2003,255.92369
Sweden,SWE,2004,247.8287
Sweden,SWE,2005,244.6366
Sweden,SWE,2006,250.07378
Sweden,SWE,2007,243.03745
Sweden,SWE,2008,231.01726
Sweden,SWE,2009,217.04445
Sweden,SWE,2010,229.47697
Sweden,SWE,2011,209.54068
Sweden,SWE,2012,201.40807
Sweden,SWE,2013,199.3496
Sweden,SWE,2014,192.4726
Sweden,SWE,2015,190.2769
Sweden,SWE,2016,195.60199
Sweden,SWE,2017,193.49811
Sweden,SWE,2018,186.87343
Sweden,SWE,2019,197.6859
Sweden,SWE,2020,178.58981
Sweden,SWE,2021,178.0531
Switzerland,CHE,1965,111.2129
Switzerland,CHE,1966,114.73195
Switzerland,CHE,1967,121.1769
Switzerland,CHE,1968,132.71043
Switzerland,CHE,1969,142.52975
Switzerland,CHE,1970,157.79147
Switzerland,CHE,1971,165.03455
Switzerland,CHE,1972,168.50558
Switzerland,CHE,1973,181.12997
Switzerland,CHE,1974,163.0219
Switzerland,CHE,1975,158.19688
Switzerland,CHE,1976,164.17368
Switzerland,CHE,1977,166.2014
Switzerland,CHE,1978,170.53166
Switzerland,CHE,1979,164.80028
Switzerland,CHE,1980,167.06213
Switzerland,CHE,1981,158.18437
Switzerland,CHE,1982,150.18985
Switzerland,CHE,1983,163.2332
Switzerland,CHE,1984,161.12859
Switzerland,CHE,1985,164.2705
Switzerland,CHE,1986,177.47177
Switzerland,CHE,1987,168.87941
Switzerland,CHE,1988,168.73096
Switzerland,CHE,1989,164.08418
Switzerland,CHE,1990,175.51135
Switzerland,CHE,1991,179.63635
Switzerland,CHE,1992,181.72139
Switzerland,CHE,1993,172.2927
Switzerland,CHE,1994,177.018
Switzerland,CHE,1995,167.99397
Switzerland,CHE,1996,174.45456
Switzerland,CHE,1997,180.91618
Switzerland,CHE,1998,183.32346
Switzerland,CHE,1999,182.43265
Switzerland,CHE,2000,178.18906
Switzerland,CHE,2001,189.82634
Switzerland,CHE,2002,180.8754
Switzerland,CHE,2003,178.53206
Switzerland,CHE,2004,178.70706
Switzerland,CHE,2005,182.34415
Switzerland,CHE,2006,185.2752
Switzerland,CHE,2007,169.77641
Switzerland,CHE,2008,180.6103
Switzerland,CHE,2009,181.50452
Switzerland,CHE,2010,174.49934
Switzerland,CHE,2011,166.27084
Switzerland,CHE,2012,171.60486
Switzerland,CHE,2013,179.88376
Switzerland,CHE,2014,160.37454
Switzerland,CHE,2015,163.95558
Switzerland,CHE,2016,158.40515
Switzerland,CHE,2017,161.51471
Switzerland,CHE,2018,155.09743
Switzerland,CHE,2019,158.49228
Switzerland,CHE,2020,137.0777
Switzerland,CHE,2021,140.42169
Taiwan,TWN,1965,62.7109
Taiwan,TWN,1966,67.507515
Taiwan,TWN,1967,74.47895
Taiwan,TWN,1968,83.081894
Taiwan,TWN,1969,89.89786
Taiwan,TWN,1970,99.206375
Taiwan,TWN,1971,126.081085
Taiwan,TWN,1972,133.71883
Taiwan,TWN,1973,158.7836
Taiwan,TWN,1974,147.77083
Taiwan,TWN,1975,162.56367
Taiwan,TWN,1976,204.22267
Taiwan,TWN,1977,225.8271
Taiwan,TWN,1978,258.90567
Taiwan,TWN,1979,267.00684
Taiwan,TWN,1980,282.75262
Taiwan,TWN,1981,250.23254
Taiwan,TWN,1982,277.72565
Taiwan,TWN,1983,295.5358
Taiwan,TWN,1984,296.90173
Taiwan,TWN,1985,298.07666
Taiwan,TWN,1986,337.84128
Taiwan,TWN,1987,357.79327
Taiwan,TWN,1988,416.21783
Taiwan,TWN,1989,453.49573
Taiwan,TWN,1990,471.7787
Taiwan,TWN,1991,505.8146
Taiwan,TWN,1992,540.50433
Taiwan,TWN,1993,584.3557
Taiwan,TWN,1994,622.5322
Taiwan,TWN,1995,667.86597
Taiwan,TWN,1996,693.36676
Taiwan,TWN,1997,743.9573
Taiwan,TWN,1998,791.162
Taiwan,TWN,1999,833.14075
Taiwan,TWN,2000,896.2344
Taiwan,TWN,2001,935.6904
Taiwan,TWN,2002,972.6784
Taiwan,TWN,2003,1022.9405
Taiwan,TWN,2004,1069.5459
Taiwan,TWN,2005,1082.3278
Taiwan,TWN,2006,1114.793
Taiwan,TWN,2007,1163.3555
Taiwan,TWN,2008,1121.3296
Taiwan,TWN,2009,1087.9678
Taiwan,TWN,2010,1174.1194
Taiwan,TWN,2011,1163.1971
Taiwan,TWN,2012,1154.9213
Taiwan,TWN,2013,1179.5905
Taiwan,TWN,2014,1210.7333
Taiwan,TWN,2015,1224.2609
Taiwan,TWN,2016,1240.3137
Taiwan,TWN,2017,1263.4368
Taiwan,TWN,2018,1268.5297
Taiwan,TWN,2019,1225.7878
Taiwan,TWN,2020,1190.2382
Taiwan,TWN,2021,1270.589
Thailand,THA,1965,28.219698
Thailand,THA,1966,33.447414
Thailand,THA,1967,37.633232
Thailand,THA,1968,49.317123
Thailand,THA,1969,53.381386
Thailand,THA,1970,61.989407
Thailand,THA,1971,68.461105
Thailand,THA,1972,85.31712
Thailand,THA,1973,90.32867
Thailand,THA,1974,92.496765
Thailand,THA,1975,100.06649
Thailand,THA,1976,105.52975
Thailand,THA,1977,118.268135
Thailand,THA,1978,130.20328
Thailand,THA,1979,135.35861
Thailand,THA,1980,141.59718
Thailand,THA,1981,137.4038
Thailand,THA,1982,138.47945
Thailand,THA,1983,153.4263
Thailand,THA,1984,170.04866
Thailand,THA,1985,179.37753
Thailand,THA,1986,186.20856
Thailand,THA,1987,219.2155
Thailand,THA,1988,249.12721
Thailand,THA,1989,284.78156
Thailand,THA,1990,343.0939
Thailand,THA,1991,381.1603
Thailand,THA,1992,419.5006
Thailand,THA,1993,479.6536
Thailand,THA,1994,536.5886
Thailand,THA,1995,595.3982
Thailand,THA,1996,674.3577
Thailand,THA,1997,710.7615
Thailand,THA,1998,658.8718
Thailand,THA,1999,704.2245
Thailand,THA,2000,722.8478
Thailand,THA,2001,762.3563
Thailand,THA,2002,824.3518
Thailand,THA,2003,887.2691
Thailand,THA,2004,967.3244
Thailand,THA,2005,998.38464
Thailand,THA,2006,1012.3978
Thailand,THA,2007,1057.5852
Thailand,THA,2008,1072.4199
Thailand,THA,2009,1112.1085
Thailand,THA,2010,1188.0663
Thailand,THA,2011,1210.3584
Thailand,THA,2012,1292.1687
Thailand,THA,2013,1297.9384
Thailand,THA,2014,1333.0138
Thailand,THA,2015,1363.7816
Thailand,THA,2016,1385.6222
Thailand,THA,2017,1399.6656
Thailand,THA,2018,1426.0771
Thailand,THA,2019,1417.9409
Thailand,THA,2020,1309.8088
Thailand,THA,2021,1318.3818
Trinidad and Tobago,TTO,1965,33.625652
Trinidad and Tobago,TTO,1966,35.77738
Trinidad and Tobago,TTO,1967,38.137833
Trinidad and Tobago,TTO,1968,39.314285
Trinidad and Tobago,TTO,1969,40.542286
Trinidad and Tobago,TTO,1970,44.68058
Trinidad and Tobago,TTO,1971,45.04843
Trinidad and Tobago,TTO,1972,62.13241
Trinidad and Tobago,TTO,1973,61.644188
Trinidad and Tobago,TTO,1974,59.384914
Trinidad and Tobago,TTO,1975,47.8413
Trinidad and Tobago,TTO,1976,53.812847
Trinidad and Tobago,TTO,1977,55.976807
Trinidad and Tobago,TTO,1978,56.343002
Trinidad and Tobago,TTO,1979,49.771046
Trinidad and Tobago,TTO,1980,47.867256
Trinidad and Tobago,TTO,1981,50.570114
Trinidad and Tobago,TTO,1982,59.40615
Trinidad and Tobago,TTO,1983,57.966236
Trinidad and Tobago,TTO,1984,57.145294
Trinidad and Tobago,TTO,1985,59.04795
Trinidad and Tobago,TTO,1986,61.36836
Trinidad and Tobago,TTO,1987,57.91481
Trinidad and Tobago,TTO,1988,63.66782
Trinidad and Tobago,TTO,1989,62.63842
Trinidad and Tobago,TTO,1990,69.50099
Trinidad and Tobago,TTO,1991,69.30906
Trinidad and Tobago,TTO,1992,73.35068
Trinidad and Tobago,TTO,1993,77.32815
Trinidad and Tobago,TTO,1994,81.941124
Trinidad and Tobago,TTO,1995,88.86662
Trinidad and Tobago,TTO,1996,100.74699
Trinidad and Tobago,TTO,1997,100.71772
Trinidad and Tobago,TTO,1998,102.23357
Trinidad and Tobago,TTO,1999,113.63159
Trinidad and Tobago,TTO,2000,118.771194
Trinidad and Tobago,TTO,2001,128.127
Trinidad and Tobago,TTO,2002,139.0541
Trinidad and Tobago,TTO,2003,155.94861
Trinidad and Tobago,TTO,2004,171.4696
Trinidad and Tobago,TTO,2005,183.86272
Trinidad and Tobago,TTO,2006,214.74776
Trinidad and Tobago,TTO,2007,221.46744
Trinidad and Tobago,TTO,2008,218.2056
Trinidad and Tobago,TTO,2009,216.39868
Trinidad and Tobago,TTO,2010,233.85913
Trinidad and Tobago,TTO,2011,229.66246
Trinidad and Tobago,TTO,2012,226.08945
Trinidad and Tobago,TTO,2013,230.2848
Trinidad and Tobago,TTO,2014,229.1
Trinidad and Tobago,TTO,2015,222.289
Trinidad and Tobago,TTO,2016,197.21924
Trinidad and Tobago,TTO,2017,209.27205
Trinidad and Tobago,TTO,2018,198.08084
Trinidad and Tobago,TTO,2019,193.05801
Trinidad and Tobago,TTO,2020,168.2801
Trinidad and Tobago,TTO,2021,170.7019
Turkey,TUR,1965,84.67084
Turkey,TUR,1966,97.61303
Turkey,TUR,1967,100.948395
Turkey,TUR,1968,116.46736
Turkey,TUR,1969,127.27211
Turkey,TUR,1970,137.18498
Turkey,TUR,1971,154.1481
Turkey,TUR,1972,171.39247
Turkey,TUR,1973,197.27568
Turkey,TUR,1974,199.09258
Turkey,TUR,1975,215.52684
Turkey,TUR,1976,237.91678
Turkey,TUR,1977,262.03955
Turkey,TUR,1978,276.48346
Turkey,TUR,1979,256.37485
Turkey,TUR,1980,264.50708
Turkey,TUR,1981,263.53262
Turkey,TUR,1982,286.79047
Turkey,TUR,1983,306.17215
Turkey,TUR,1984,317.9398
Turkey,TUR,1985,350.4589
Turkey,TUR,1986,385.472
Turkey,TUR,1987,424.3766
Turkey,TUR,1988,441.5869
Turkey,TUR,1989,464.38776
Turkey,TUR,1990,493.3236
Turkey,TUR,1991,506.29303
Turkey,TUR,1992,524.39075
Turkey,TUR,1993,554.8823
Turkey,TUR,1994,544.11847
Turkey,TUR,1995,604.5279
Turkey,TUR,1996,654.62445
Turkey,TUR,1997,691.8747
Turkey,TUR,1998,705.56946
Turkey,TUR,1999,706.35486
Turkey,TUR,2000,772.52844
Turkey,TUR,2001,714.0713
Turkey,TUR,2002,760.46747
Turkey,TUR,2003,807.1517
Turkey,TUR,2004,841.3154
Turkey,TUR,2005,882.9367
Turkey,TUR,2006,978.9125
Turkey,TUR,2007,1071.1096
Turkey,TUR,2008,1081.4062
Turkey,TUR,2009,1087.6221
Turkey,TUR,2010,1105.0425
Turkey,TUR,2011,1185.4307
Turkey,TUR,2012,1249.5521
Turkey,TUR,2013,1225.8516
Turkey,TUR,2014,1317.7058
Turkey,TUR,2015,1376.9364
Turkey,TUR,2016,1441.503
Turkey,TUR,2017,1550.7438
Turkey,TUR,2018,1503.5006
Turkey,TUR,2019,1479.4045
Turkey,TUR,2020,1445.4742
Turkey,TUR,2021,1581.9663
Turkmenistan,TKM,1985,143.0952
Turkmenistan,TKM,1986,178.09854
Turkmenistan,TKM,1987,177.17435
Turkmenistan,TKM,1988,178.37415
Turkmenistan,TKM,1989,183.2816
Turkmenistan,TKM,1990,151.88283
Turkmenistan,TKM,1991,155.98198
Turkmenistan,TKM,1992,148.95883
Turkmenistan,TKM,1993,122.27832
Turkmenistan,TKM,1994,130.44185
Turkmenistan,TKM,1995,107.36821
Turkmenistan,TKM,1996,156.39493
USSR,OWID_USS,1965,6670.796
USSR,OWID_USS,1966,7078.841
USSR,OWID_USS,1967,7462.6885
USSR,OWID_USS,1968,7703.6904
USSR,OWID_USS,1969,8023.5205
USSR,OWID_USS,1970,8429.683
USSR,OWID_USS,1971,8854.193
USSR,OWID_USS,1972,9325.471
USSR,OWID_USS,1973,9807.643
USSR,OWID_USS,1974,10323.314
USSR,OWID_USS,1975,10852.624
USSR,OWID_USS,1976,11237.641
USSR,OWID_USS,1977,11694.834
USSR,OWID_USS,1978,12155.222
USSR,OWID_USS,1979,12478.68
USSR,OWID_USS,1980,12697.965
USSR,OWID_USS,1981,12938.9375
USSR,OWID_USS,1982,13279.264
USSR,OWID_USS,1983,13527.699
USSR,OWID_USS,1984,13912.219
Ukraine,UKR,1985,2597.7236
Ukraine,UKR,1986,2640.2517
Ukraine,UKR,1987,2681.0325
Ukraine,UKR,1988,2615.7632
Ukraine,UKR,1989,2513.3635
Ukraine,UKR,1990,2947.4482
Ukraine,UKR,1991,2746.7563
Ukraine,UKR,1992,2297.9763
Ukraine,UKR,1993,1972.133
Ukraine,UKR,1994,1664.6616
Ukraine,UKR,1995,1620.2141
Ukraine,UKR,1996,1472.7466
Ukraine,UKR,1997,1408.3525
Ukraine,UKR,1998,1344.6133
Ukraine,UKR,1999,1333.7334
Ukraine,UKR,2000,1332.6455
Ukraine,UKR,2001,1312.7786
Ukraine,UKR,2002,1306.6316
Ukraine,UKR,2003,1338.4978
Ukraine,UKR,2004,1311.2736
Ukraine,UKR,2005,1326.1067
Ukraine,UKR,2006,1341.3118
Ukraine,UKR,2007,1337.0758
Ukraine,UKR,2008,1286.476
Ukraine,UKR,2009,1074.4341
Ukraine,UKR,2010,1152.221
Ukraine,UKR,2011,1204.8933
Ukraine,UKR,2012,1174.9607
Ukraine,UKR,2013,1110.2203
Ukraine,UKR,2014,950.507
Ukraine,UKR,2015,757.3712
Ukraine,UKR,2016,816.7634
Ukraine,UKR,2017,727.2483
Ukraine,UKR,2018,762.6769
Ukraine,UKR,2019,715.2097
Ukraine,UKR,2020,680.51636
Ukraine,UKR,2021,652.72095
United Arab Emirates,ARE,1965,0.854533
United Arab Emirates,ARE,1966,0.91204107
United Arab Emirates,ARE,1967,5.4067554
United Arab Emirates,ARE,1968,6.9447126
United Arab Emirates,ARE,1969,6.9689255
United Arab Emirates,ARE,1970,9.605591
United Arab Emirates,ARE,1971,14.63803
United Arab Emirates,ARE,1972,15.65015
United Arab Emirates,ARE,1973,20.293112
United Arab Emirates,ARE,1974,22.29551
United Arab Emirates,ARE,1975,23.859207
United Arab Emirates,ARE,1976,30.190235
United Arab Emirates,ARE,1977,49.6315
United Arab Emirates,ARE,1978,57.50081
United Arab Emirates,ARE,1979,67.56038
United Arab Emirates,ARE,1980,108.15641
United Arab Emirates,ARE,1981,125.92836
United Arab Emirates,ARE,1982,135.96597
United Arab Emirates,ARE,1983,130.51527
United Arab Emirates,ARE,1984,162.54678
United Arab Emirates,ARE,1985,201.63353
United Arab Emirates,ARE,1986,244.3872
United Arab Emirates,ARE,1987,273.0771
United Arab Emirates,ARE,1988,301.8825
United Arab Emirates,ARE,1989,340.16492
United Arab Emirates,ARE,1990,344.9527
United Arab Emirates,ARE,1991,420.83746
United Arab Emirates,ARE,1992,406.69565
United Arab Emirates,ARE,1993,423.47034
United Arab Emirates,ARE,1994,464.67413
United Arab Emirates,ARE,1995,484.87097
United Arab Emirates,ARE,1996,499.68793
United Arab Emirates,ARE,1997,521.4564
United Arab Emirates,ARE,1998,534.11285
United Arab Emirates,ARE,1999,538.36896
United Arab Emirates,ARE,2000,535.7819
United Arab Emirates,ARE,2001,541.56604
United Arab Emirates,ARE,2002,591.6931
United Arab Emirates,ARE,2003,631.1553
United Arab Emirates,ARE,2004,675.06537
United Arab Emirates,ARE,2005,704.598
United Arab Emirates,ARE,2006,741.29297
United Arab Emirates,ARE,2007,818.361
United Arab Emirates,ARE,2008,938.4005
United Arab Emirates,ARE,2009,925.5575
United Arab Emirates,ARE,2010,972.44055
United Arab Emirates,ARE,2011,1020.8742
United Arab Emirates,ARE,2012,1074.0333
United Arab Emirates,ARE,2013,1133.0077
United Arab Emirates,ARE,2014,1120.8547
United Arab Emirates,ARE,2015,1230.1072
United Arab Emirates,ARE,2016,1283.4402
United Arab Emirates,ARE,2017,1286.7932
United Arab Emirates,ARE,2018,1268.2456
United Arab Emirates,ARE,2019,1253.3188
United Arab Emirates,ARE,2020,1167.0391
United Arab Emirates,ARE,2021,1217.9412
United Kingdom,GBR,1965,2259.641
United Kingdom,GBR,1966,2256.721
United Kingdom,GBR,1967,2247.7202
United Kingdom,GBR,1968,2326.104
United Kingdom,GBR,1969,2406.4595
United Kingdom,GBR,1970,2463.8206
United Kingdom,GBR,1971,2415.7078
United Kingdom,GBR,1972,2447.364
United Kingdom,GBR,1973,2576.2925
United Kingdom,GBR,1974,2425.7527
United Kingdom,GBR,1975,2290.8157
United Kingdom,GBR,1976,2321.355
United Kingdom,GBR,1977,2357.6963
United Kingdom,GBR,1978,2379.5312
United Kingdom,GBR,1979,2492.6152
United Kingdom,GBR,1980,2264.3804
United Kingdom,GBR,1981,2194.3872
United Kingdom,GBR,1982,2146.9849
United Kingdom,GBR,1983,2139.3247
United Kingdom,GBR,1984,2126.8342
United Kingdom,GBR,1985,2205.6729
United Kingdom,GBR,1986,2275.3154
United Kingdom,GBR,1987,2283.817
United Kingdom,GBR,1988,2291.183
United Kingdom,GBR,1989,2271.0195
United Kingdom,GBR,1990,2304.7695
United Kingdom,GBR,1991,2345.415
United Kingdom,GBR,1992,2308.4873
United Kingdom,GBR,1993,2303.9944
United Kingdom,GBR,1994,2272.3254
United Kingdom,GBR,1995,2279.9531
United Kingdom,GBR,1996,2390.419
United Kingdom,GBR,1997,2329.8015
United Kingdom,GBR,1998,2349.669
United Kingdom,GBR,1999,2345.662
United Kingdom,GBR,2000,2392.8994
United Kingdom,GBR,2001,2406.4353
United Kingdom,GBR,2002,2352.2158
United Kingdom,GBR,2003,2394.109
United Kingdom,GBR,2004,2423.8179
United Kingdom,GBR,2005,2441.9756
United Kingdom,GBR,2006,2422.5615
United Kingdom,GBR,2007,2371.0586
United Kingdom,GBR,2008,2341.6736
United Kingdom,GBR,2009,2160.819
United Kingdom,GBR,2010,2232.8066
United Kingdom,GBR,2011,2058.216
United Kingdom,GBR,2012,2070.1506
United Kingdom,GBR,2013,2027.2275
United Kingdom,GBR,2014,1879.6604
United Kingdom,GBR,2015,1845.1536
United Kingdom,GBR,2016,1819.8816
United Kingdom,GBR,2017,1776.4838
United Kingdom,GBR,2018,1747.394
United Kingdom,GBR,2019,1688.3069
United Kingdom,GBR,2020,1440.6753
United Kingdom,GBR,2021,1521.2031
United States,USA,1965,13797.927
United States,USA,1966,14594.848
United States,USA,1967,15038.9795
United States,USA,1968,15957.852
United States,USA,1969,16733.182
United States,USA,1970,17339.508
United States,USA,1971,17617.41
United States,USA,1972,18469.3
United States,USA,1973,19204.703
United States,USA,1974,18529.32
United States,USA,1975,17836.91
United States,USA,1976,18878.027
United States,USA,1977,19404.64
United States,USA,1978,19609.375
United States,USA,1979,19896.016
United States,USA,1980,19084.836
United States,USA,1981,18450.318
United States,USA,1982,17458.037
United States,USA,1983,17279.002
United States,USA,1984,18177.648
United States,USA,1985,18076.28
United States,USA,1986,18137.39
United States,USA,1987,18808.764
United States,USA,1988,19634.049
United States,USA,1989,19997.105
United States,USA,1990,19815.52
United States,USA,1991,19680.094
United States,USA,1992,20084.928
United States,USA,1993,20497.916
United States,USA,1994,20893.97
United States,USA,1995,21170.41
United States,USA,1996,21883.338
United States,USA,1997,22175.863
United States,USA,1998,22302.24
United States,USA,1999,22599.816
United States,USA,2000,23224.576
United States,USA,2001,22744.744
United States,USA,2002,22941.979
United States,USA,2003,23040.12
United States,USA,2004,23499.125
United States,USA,2005,23512.965
United States,USA,2006,23186.37
United States,USA,2007,23576.988
United States,USA,2008,22795.662
United States,USA,2009,21395.902
United States,USA,2010,22173.703
United States,USA,2011,21749.736
United States,USA,2012,21192.219
United States,USA,2013,21720.053
United States,USA,2014,21926.727
United States,USA,2015,21655.59
United States,USA,2016,21413.307
United States,USA,2017,21310.291
United States,USA,2018,22206.34
United States,USA,2019,21941.309
United States,USA,2020,19907.604
United States,USA,2021,21016.762
Upper-middle-income countries,,1965,9978.07
Upper-middle-income countries,,1966,10633.4375
Upper-middle-income countries,,1967,10963.293
Upper-middle-income countries,,1968,11381.658
Upper-middle-income countries,,1969,12202.027
Upper-middle-income countries,,1970,13262.826
Upper-middle-income countries,,1971,14279.141
Upper-middle-income countries,,1972,15143.055
Upper-middle-income countries,,1973,16041.421
Upper-middle-income countries,,1974,16790.584
Upper-middle-income countries,,1975,17889.828
Upper-middle-income countries,,1976,18699.266
Upper-middle-income countries,,1977,19691.902
Upper-middle-income countries,,1978,20821.943
Upper-middle-income countries,,1979,21476.105
Upper-middle-income countries,,1980,21879.648
Upper-middle-income countries,,1981,22159.545
Upper-middle-income countries,,1982,22857.13
Upper-middle-income countries,,1983,23453.213
Upper-middle-income countries,,1984,24392.03
Upper-middle-income countries,,1985,21428.572
Upper-middle-income countries,,1986,22182.516
Upper-middle-income countries,,1987,23209.148
Upper-middle-income countries,,1988,24101.602
Upper-middle-income countries,,1989,24578.916
Upper-middle-income countries,,1990,24578.455
Upper-middle-income countries,,1991,24763.5
Upper-middle-income countries,,1992,24913.473
Upper-middle-income countries,,1993,24879.17
Upper-middle-income countries,,1994,24806.148
Upper-middle-income countries,,1995,24745.875
Upper-middle-income countries,,1996,25357.904
Upper-middle-income countries,,1997,25199.338
Upper-middle-income countries,,1998,25114.893
Upper-middle-income countries,,1999,25449.832
Upper-middle-income countries,,2000,26157.67
Upper-middle-income countries,,2001,26846.117
Upper-middle-income countries,,2002,28012.725
Upper-middle-income countries,,2003,30782.006
Upper-middle-income countries,,2004,33883.45
Upper-middle-income countries,,2005,36511.953
Upper-middle-income countries,,2006,39081.812
Upper-middle-income countries,,2007,41346.85
Upper-middle-income countries,,2008,42253.684
Upper-middle-income countries,,2009,42795.703
Upper-middle-income countries,,2010,45245.477
Upper-middle-income countries,,2011,48244.89
Upper-middle-income countries,,2012,49470.203
Upper-middle-income countries,,2013,50446.152
Upper-middle-income countries,,2014,51121.797
Upper-middle-income countries,,2015,51046.223
Upper-middle-income countries,,2016,51487.977
Upper-middle-income countries,,2017,52523.145
Upper-middle-income countries,,2018,53835.844
Upper-middle-income countries,,2019,54502.91
Upper-middle-income countries,,2020,53441.93
Upper-middle-income countries,,2021,56820.84
Uzbekistan,UZB,1985,450.97302
Uzbekistan,UZB,1986,444.41327
Uzbekistan,UZB,1987,456.99298
Uzbekistan,UZB,1988,458.71094
Uzbekistan,UZB,1989,480.1839
Uzbekistan,UZB,1990,501.25046
Uzbekistan,UZB,1991,496.8308
Uzbekistan,UZB,1992,469.3468
Uzbekistan,UZB,1993,503.01547
Uzbekistan,UZB,1994,493.70465
Uzbekistan,UZB,1995,490.0908
Uzbekistan,UZB,1996,505.17523
Uzbekistan,UZB,1997,501.90332
Uzbekistan,UZB,1998,500.98325
Uzbekistan,UZB,1999,570.36707
Uzbekistan,UZB,2000,582.16394
Uzbekistan,UZB,2001,583.85864
Uzbekistan,UZB,2002,598.6914
Uzbekistan,UZB,2003,544.6981
Uzbekistan,UZB,2004,544.96155
Uzbekistan,UZB,2005,542.90094
Uzbekistan,UZB,2006,510.2101
Uzbekistan,UZB,2007,546.04517
Uzbekistan,UZB,2008,516.85944
Uzbekistan,UZB,2009,507.03232
Uzbekistan,UZB,2010,508.45984
Uzbekistan,UZB,2011,543.1813
Uzbekistan,UZB,2012,525.64856
Uzbekistan,UZB,2013,528.26227
Uzbekistan,UZB,2014,547.0693
Uzbekistan,UZB,2015,521.89075
Uzbekistan,UZB,2016,496.66638
Uzbekistan,UZB,2017,510.55396
Uzbekistan,UZB,2018,518.04944
Uzbekistan,UZB,2019,517.55084
Uzbekistan,UZB,2020,507.86606
Uzbekistan,UZB,2021,532.3059
Venezuela,VEN,1965,187.43665
Venezuela,VEN,1966,189.18173
Venezuela,VEN,1967,198.97821
Venezuela,VEN,1968,211.8071
Venezuela,VEN,1969,212.94043
Venezuela,VEN,1970,212.3399
Venezuela,VEN,1971,212.27371
Venezuela,VEN,1972,223.44069
Venezuela,VEN,1973,257.60986
Venezuela,VEN,1974,262.73428
Venezuela,VEN,1975,270.54004
Venezuela,VEN,1976,293.4118
Venezuela,VEN,1977,325.89484
Venezuela,VEN,1978,333.57855
Venezuela,VEN,1979,365.54626
Venezuela,VEN,1980,413.09027
Venezuela,VEN,1981,428.66702
Venezuela,VEN,1982,435.91257
Venezuela,VEN,1983,427.55423
Venezuela,VEN,1984,430.5556
Venezuela,VEN,1985,436.80298
Venezuela,VEN,1986,466.85138
Venezuela,VEN,1987,449.61456
Venezuela,VEN,1988,462.18625
Venezuela,VEN,1989,465.55435
Venezuela,VEN,1990,494.19644
Venezuela,VEN,1991,475.9311
Venezuela,VEN,1992,517.8348
Venezuela,VEN,1993,510.26535
Venezuela,VEN,1994,554.6821
Venezuela,VEN,1995,575.2601
Venezuela,VEN,1996,549.63763
Venezuela,VEN,1997,580.0147
Venezuela,VEN,1998,623.4525
Venezuela,VEN,1999,616.1799
Venezuela,VEN,2000,632.36444
Venezuela,VEN,2001,672.63257
Venezuela,VEN,2002,686.32025
Venezuela,VEN,2003,628.22705
Venezuela,VEN,2004,671.0814
Venezuela,VEN,2005,678.9918
Venezuela,VEN,2006,717.67004
Venezuela,VEN,2007,768.0104
Venezuela,VEN,2008,740.47705
Venezuela,VEN,2009,742.12085
Venezuela,VEN,2010,733.56964
Venezuela,VEN,2011,740.5089
Venezuela,VEN,2012,790.9834
Venezuela,VEN,2013,801.3921
Venezuela,VEN,2014,764.8202
Venezuela,VEN,2015,767.60284
Venezuela,VEN,2016,675.333
Venezuela,VEN,2017,664.26166
Venezuela,VEN,2018,545.3475
Venezuela,VEN,2019,449.1776
Venezuela,VEN,2020,373.63934
Venezuela,VEN,2021,403.85663
Vietnam,VNM,1965,28.449585
Vietnam,VNM,1966,50.328625
Vietnam,VNM,1967,69.669334
Vietnam,VNM,1968,72.14673
Vietnam,VNM,1969,85.2934
Vietnam,VNM,1970,88.86927
Vietnam,VNM,1971,79.00917
Vietnam,VNM,1972,77.0866
Vietnam,VNM,1973,81.43508
Vietnam,VNM,1974,60.248234
Vietnam,VNM,1975,66.87218
Vietnam,VNM,1976,37.919548
Vietnam,VNM,1977,40.550873
Vietnam,VNM,1978,41.539577
Vietnam,VNM,1979,44.35991
Vietnam,VNM,1980,49.749825
Vietnam,VNM,1981,49.81825
Vietnam,VNM,1982,53.35842
Vietnam,VNM,1983,56.985516
Vietnam,VNM,1984,56.409485
Vietnam,VNM,1985,57.283234
Vietnam,VNM,1986,62.671627
Vietnam,VNM,1987,71.15594
Vietnam,VNM,1988,69.92016
Vietnam,VNM,1989,60.338078
Vietnam,VNM,1990,61.25195
Vietnam,VNM,1991,59.834885
