STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/16/86,0,0,0,82,65,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/16/86,0,0,0,89,74,88
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/17/86,0.03,0,0,83,67,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/17/86,0.32,0,0,89,64,84
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/18/86,0,0,0,81,68,71
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/18/86,0,0,0,98,70,95
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/19/86,0,0,0,94,72,79
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/19/86,0.02,0,0,95,70,92
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/20/86,0.3,0,0,90,72,73
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/20/86,0.16,0,0,94,73,89
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/21/86,1.51,0,0,86,66,69
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/21/86,1.17,0,0,92,67,91
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/22/86,0,0,0,85,68,69
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/22/86,0,0,0,91,74,89
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/23/86,0,0,0,81,70,72
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/23/86,0,0,0,89,73,85
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/24/86,0,0,0,81,67,70
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/24/86,0,0,0,90,74,88
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/25/86,0,0,0,83,69,73
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/25/86,0,0,0,92,72,90
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/26/86,0,0,0,85,73,74
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/26/86,0,0,0,91,77,90
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/27/86,0,0,0,84,69,72
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/27/86,0,0,0,93,76,91
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/28/86,0,0,0,86,69,70
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/28/86,0,0,0,93,76,92
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/29/86,0,0,0,88,69,74
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/29/86,0,0,0,95,72,92
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/30/86,0,0,0,89,68,69
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/30/86,0.11,0,0,93,69,83
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/31/86,0,0,0,86,64,69
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,7/31/86,0,0,0,90,57,88
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/1/86,0,0,0,83,67,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/1/86,0,0,0,96,76,90
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/2/86,0,0,0,85,66,64
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/2/86,0,0,0,94,71,89
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/3/86,0.96,0,0,89,65,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/3/86,0.49,0,0,85,69,83
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/4/86,0,0,0,86,65,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/4/86,0,0,0,89,65,87
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/5/86,0,0,0,83,62,63
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/5/86,0,0,0,90,72,86
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/6/86,0,0,0,82,63,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/6/86,0,0,0,90,69,86
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/7/86,0.63,0,0,84,64,66
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/7/86,1.45,0,0,88,71,85
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/8/86,0.3,0,0,83,66,71
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/8/86,1.13,0,0,87,69,80
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/9/86,0.25,0,0,80,65,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/9/86,0,0,0,90,65,88
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/10/86,0,0,0,84,65,70
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/10/86,0,0,0,93,63,88
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/11/86,0.01,0,0,87,70,71
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/11/86,0,0,0,91,71,82
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/12/86,0,0,0,77,63,65
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/12/86,0,0,0,82,64,74
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/13/86,0,0,0,77,62,63
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/13/86,0,0,0,80,59,77
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/14/86,0,0,0,80,60,63
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/14/86,0,0,0,80,64,79
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/15/86,0,0,0,86,63,65
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/15/86,0,0,0,85,60,84
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/16/86,0,0,0,90,65,70
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/16/86,0,0,0,88,73,87
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/17/86,0,0,0,93,70,71
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/17/86,0,0,0,92,72,87
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/18/86,0.86,0,0,83,69,71
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/18/86,4.5,0,0,89,59,74
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/19/86,0.03,0,0,87,69,70
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/19/86,0,0,0,86,72,75
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/20/86,0.17,0,0,84,66,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/20/86,0.06,0,0,77,67,72
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/21/86,0.3,0,0,80,63,6
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/21/86,0.55,0,0,72,64,66
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/22/86,0.79,0,0,75,60,61
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/22/86,0.1,0,0,83,68,82
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/23/86,0,0,0,84,60,62
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/23/86,0,0,0,85,60,80
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/24/86,0,0,0,84,60,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/24/86,0,0,0,82,65,79
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/25/86,0,0,0,80,53,54
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/25/86,0,0,0,80,50,71
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/26/86,0,0,0,80,54,61
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/26/86,0,0,0,88,58,84
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/27/86,0,0,0,87,61,72
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/27/86,0,0,0,89,62,76
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/28/86,0.2,0,0,88,56,57
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/28/86,0.46,0,0,77,52,77
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/29/86,0.36,0,0,85,43,48
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/29/86,0,0,0,70,41,67
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/30/86,0,0,0,82,42,48
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/30/86,0,0,0,74,44,69
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/31/86,0,0,0,74,45,48
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,8/31/86,0,0,0,77,48,75
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/1/86,0,0,0,76,49,55
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/1/86,0,0,0,76,55,70
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/2/86,0.42,0,0,74,55,57
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/2/86,0.42,0,0,71,57,69
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/3/86,0.05,0,0,70,57,62
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/3/86,0.03,0,0,74,68,72
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/4/86,0,0,0,76,61,62
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/4/86,0,0,0,78,62,77
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/5/86,0,0,0,79,62,66
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/5/86,0,0,0,76,71,73
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/6/86,0,0,0,76,64,66
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/6/86,0,0,0,81,65,80
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/7/86,0,0,0,82,52,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/7/86,0,0,0,80,70,72
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/8/86,0.11,0,0,78,53,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/8/86,0.17,0,0,72,54,70
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/9/86,0.04,0,0,72,42,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/9/86,0,0,0,76,44,73
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/10/86,0,0,0,76,44,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/10/86,0,0,0,75,48,73
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/11/86,0,0,0,78,52,66
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/11/86,0,0,0,84,60,79
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/12/86,0,0,0,85,65,72
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/12/86,0,0,0,85,82,84
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/13/86,0,0,0,86,54,57
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/13/86,0,0,0,84,62,76
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/14/86,0,0,0,78,50,50
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/14/86,0,0,0,79,73,75
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/15/86,0,0,0,77,50,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/15/86,0,0,0,81,64,79
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/16/86,0,0,0,83,60,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/16/86,0,0,0,79,67,69
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/17/86,0,0,0,72,44,46
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/17/86,0,0,0,69,53,67
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/18/86,0,0,0,68,44,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/18/86,0,0,0,73,41,71
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/19/86,0.04,0,0,74,43,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/19/86,0.02,0,0,80,59,77
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/20/86,0,0,0,81,58,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/20/86,0,0,0,80,58,78
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/21/86,0,0,0,82,60,69
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/21/86,0,0,0,84,62,80
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/22/86,0,0,0,84,61,62
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/22/86,0,0,0,81,59,75
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/23/86,0,0,0,80,62,64
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/23/86,0,0,0,87,68,81
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/24/86,0,0,0,87,64,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/24/86,0.07,0,0,87,70,85
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/25/86,0,0,0,86,65,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/25/86,0.02,0,0,92,62,81
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/26/86,0.01,0,0,87,59,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/26/86,0,0,0,85,64,79
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/27/86,0.7,0,0,93,58,71
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/27/86,0.05,0,0,78,60,69
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/28/86,0.01,0,0,86,55,62
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/28/86,0,0,0,85,68,83
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/29/86,0,0,0,79,60,65
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/29/86,0,0,0,88,63,84
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/30/86,0,0,0,84,65,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,9/30/86,0,0,0,91,75,89
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/1/86,0,0,0,90,67,69
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/1/86,0,0,0,90,66,86
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/2/86,0.02,0,0,90,62,63
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/2/86,0,0,0,89,63,86
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/3/86,0,0,0,88,60,63
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/3/86,0.03,0,0,86,61,81
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/4/86,0,0,0,85,63,72
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/4/86,0.04,0,0,82,65,77
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/5/86,0.05,0,0,84,67,67
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/5/86,0,0,0,81,65,71
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/6/86,0,0,0,78,54,54
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/6/86,0,0,0,74,50,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/7/86,0,0,0,71,36,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/7/86,0,0,0,66,37,62
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/8/86,0,0,0,67,36,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/8/86,0,0,0,75,60,74
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/9/86,0,0,0,77,40,61
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/9/86,0,0,0,79,60,75
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/10/86,0,0,0,80,44,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/10/86,0,0,0,75,43,53
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/11/86,0,0,0,75,38,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/11/86,0,0,0,65,40,61
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/12/86,0,0,0,67,42,49
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/12/86,0,0,0,67,44,63
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/13/86,0.05,0,0,62,48,58
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/13/86,0.24,0,0,66,58,65
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/14/86,0.82,0,0,66,57,64
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/14/86,0.62,0,0,78,61,65
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/15/86,0.15,0,0,77,40,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/15/86,0,0,0,67,43,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/16/86,0,0,0,75,34,34
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/16/86,0,0,0,63,34,57
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/17/86,0,0,0,71,34,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/17/86,0,0,0,60,40,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/18/86,0,0,0,68,42,42
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/18/86,0,0,0,61,37,57
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/19/86,0,0,0,63,31,32
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/19/86,0,0,0,64,32,61
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/20/86,0,0,0,63,30,30
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/20/86,0,0,0,76,60,62
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/21/86,0,0,0,66,30,33
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/21/86,0,0,0,72,55,69
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/22/86,0,0,0,71,33,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/22/86,0,0,0,76,41,70
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/23/86,0,0,0,76,44,46
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/23/86,0,0,0,79,43,75
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/24/86,0,0,0,78,46,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/24/86,0,0,0,75,45,64
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/25/86,0,0,0,74,46,47
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/25/86,0.03,0,0,67,43,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/26/86,0.49,0,0,70,48,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/26/86,0.42,0,0,62,50,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/27/86,0.05,0,0,67,52,55
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/27/86,0,0,0,70,49,64
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/28/86,0.49,0,0,69,49,51
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/28/86,0.41,0,0,68,46,64
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/29/86,0,0,0,69,39,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/29/86,0,0,0,65,40,64
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/30/86,0,0,0,65,44,64
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/30/86,0,0,0,68,44,63
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/31/86,0,0,0,79,37,38
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/31/86,0,0,0,63,35,52
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/1/86,0,0,0,56,36,45
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/1/86,0,0,0,58,37,57
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/2/86,0.88,0,0,59,45,55
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/2/86,0.62,0,0,70,47,56
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/3/86,0.01,0,0,70,35,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/3/86,0,0,0,59,35,55
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/4/86,0,0,0,67,36,43
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/4/86,0.02,0,0,56,40,52
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/5/86,0.52,0,0,64,38,38
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/5/86,0.83,0,0,65,47,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/6/86,0.74,0,0,61,38,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/6/86,0.34,0,0,60,38,54
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/7/86,0.03,0,0,59,39,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/7/86,0.01,0,0,54,36,52
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/8/86,0.4,0,0,61,40,55
