STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/4/06,0,0,0,45,35,39
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/5/06,0,0,0,43,38,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/5/06,0,0,0,44,37,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/6/06,0,0,0,55,39,41
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/6/06,0,0,0,54,40,40
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/7/06,0,0,0,42,21,23
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/7/06,0,0,0,42,22,25
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/8/06,0,0,0,38,21,34
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/8/06,0,0,0,40,23,31
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/9/06,0,0,0,50,34,50
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/9/06,0,0,0,51,34,50
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/10/06,0,0,0,63,37,38
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/10/06,0,0,0,67,34,39
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/11/06,0.01,0,0,51,38,42
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/11/06,0.1,0,0,54,35,45
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/12/06,0.21,0,0,51,39,42
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/12/06,0.24,0,0,53,36,38
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/13/06,0,0,0,62,39,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/14/06,0.63,0,0,63,37,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/15/06,0,0,0,53,17,29
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/16/06,0,0,0,41,10,35
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/17/06,0,0,0,44,32,37
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/18/06,0.6,0,0,65,33,55
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/19/06,,,0,54,28,34
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/19/06,0.3,0,0,55,28,34
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/20/06,0,0,0,55,34,38
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/20/06,0.03,0,0,55,30,50
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/21/06,0,0,0,54,38,51
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/21/06,0,0,0,66,40,54
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/22/06,0,0,0,64,28,32
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/22/06,0,0,0,66,27,32
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/23/06,1.17,0,0,46,31,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/23/06,0.87,0,0,42,27,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/24/06,0,0,0,43,31,32
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/24/06,0.02,0,0,43,30,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/25/06,0,0,0,49,32,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/25/06,0,0,0,50,37,40
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/26/06,0,0,0,43,29,30
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/26/06,0,0,0,48,26,38
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/27/06,0,0,0,39,24,28
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/27/06,0,0,0,45,15,31
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/28/06,0,0,0,48,24,35
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/28/06,0,0,0,49,27,34
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/29/06,0,0,0,62,35,49
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/29/06,0.05,0,0,66,31,48
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/30/06,0,0,0,60,39,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/30/06,0.06,0,0,62,36,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/31/06,0.21,0,0,65,40,46
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,1/31/06,0.3,0,0,62,42,49
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/1/06,0,0,0,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/1/06,0.03,0,0,49,35,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/2/06,0,0,0,48,31,33
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/2/06,0,0,0,48,30,38
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/3/06,0.48,0,0,59,33,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/3/06,0.54,0,0,59,36,54
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/4/06,0,0,0,64,45,48
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/4/06,0,0,0,65,42,48
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/5/06,0.93,0,0,59,34,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/5/06,0.61,0,0,62,32,41
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/6/06,0,0,0,47,31,33
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/6/06,0.01,0,0,51,28,36
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/7/06,0,0,0,48,29,34
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/7/06,0,0,0,48,36,38
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/8/06,0,0,0,44,28,29
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/8/06,0,0,0,42,32,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/9/06,0,0,0,44,28,29
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/9/06,0,0,0,41,25,31
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/10/06,0,0,0,40,28,31
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/10/06,0,0,0,40,24,33
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/11/06,0,0,0,43,31,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/11/06,0.01,0,0,45,29,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/12/06,0.88,9.4,10,39,28,29
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/12/06,0.6,10,10,39,24,32
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/13/06,0,0,6,37,21,27
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/13/06,0,0,0,38,21,30
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/14/06,0,0,3,39,24,31
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/14/06,0,0,0,45,22,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/15/06,0,0,3,46,29,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/15/06,0,0,0,46,26,35
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/16/06,0,0,0,61,35,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/16/06,0,0,0,62,31,41
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/17/06,0,0,0,68,34,57
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/17/06,0,0,0,68,33,51
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/18/06,0,0,0,62,36,37
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/18/06,0,0,0,56,33,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/19/06,0,0,0,62,14,16
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/19/06,0,0,0,39,12,18
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/20/06,,0,0,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/20/06,0,0,0,32,16,30
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/21/06,,0,0,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/21/06,0,0,0,45,29,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/22/06,,0,0,50,30,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/22/06,0.07,0,0,52,23,35
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/23/06,0.13,0,0,38,33,38
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/23/06,0.16,0,0,40,33,40
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/24/06,0,0,0,54,35,37
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/24/06,0.01,0,0,54,32,38
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/25/06,0,0,0,44,26,32
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/25/06,0,0,0,45,25,34
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/26/06,0,0,0,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/26/06,0,0,0,62,25,31
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/27/06,0,0,0,36,22,26
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/27/06,0,0,0,37,18,27
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/28/06,0,0,0,39,26,33
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,2/28/06,0,0,0,40,27,34
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/1/06,0,0,0,45,30,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/1/06,0,0,0,46,28,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/2/06,0.07,0,0,53,35,37
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/2/06,0.04,0,0,55,34,41
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/3/06,0,0,0,49,32,35
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/3/06,0.05,0,0,51,31,36
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/4/06,0,0,0,45,28,35
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/4/06,0,0,0,43,32,34
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/5/06,0,0,0,47,28,36
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/5/06,0,0,0,48,30,37
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/6/06,0,0,0,53,36,43
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/6/06,0,0,0,50,33,40
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/7/06,0,0,0,46,31,33
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/7/06,0,0,0,48,31,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/8/06,0,0,0,52,26,37
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/8/06,0,0,0,52,25,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/9/06,0,0,0,53,37,47
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/9/06,0,0,0,51,42,51
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/10/06,0,0,0,68,47,64
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/10/06,0,0,0,70,50,65
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/11/06,0,0,0,79,44,53
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/11/06,0,0,0,79,43,52
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/12/06,0,0,0,79,44,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/12/06,0,0,0,75,51,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/13/06,0,0,0,71,50,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/13/06,0.03,0,0,72,51,59
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/14/06,0,0,0,85,56,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/14/06,0,0,0,88,55,61
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/15/06,0,0,0,61,40,41
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/15/06,0,0,0,62,38,43
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/16/06,0,0,0,53,37,43
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/16/06,0,0,0,54,36,45
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/17/06,0,0,0,58,43,46
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/17/06,0,0,0,58,43,45
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/18/06,0,0,0,53,31,34
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/18/06,0,0,0,54,29,39
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/19/06,0,0,0,49,28,37
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/19/06,0,0,0,50,26,40
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/20/06,0,0,0,54,31,43
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/20/06,0,0,0,55,28,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/21/06,0,0,0,48,30,31
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/21/06,0,0,0,50,29,32
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/22/06,0,0,0,40,31,35
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/22/06,0,0,0,41,31,38
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/23/06,0,0,0,47,30,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/23/06,0,0,0,48,30,42
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/24/06,0,0,0,52,37,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/24/06,0,0,0,52,35,44
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/25/06,0,0,0,53,37,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/25/06,0,0,0,55,35,43
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/26/06,0,0,0,55,35,40
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/26/06,0,0,0,55,33,41
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/27/06,0,0,0,55,35,44
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/27/06,0,0,0,54,35,44
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/28/06,0,0,0,60,38,47
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/28/06,0,0,0,60,36,47
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/29/06,0.01,0,0,64,45,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/29/06,0.03,0,0,64,44,55
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/30/06,0,0,0,66,39,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/30/06,0,0,0,62,37,50
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/31/06,0,0,0,70,47,54
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,3/31/06,0,0,0,73,48,67
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/1/06,0,0,0,79,54,66
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/1/06,0.02,0,0,81,60,68
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/2/06,0,0,0,79,52,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/2/06,0,0,0,78,52,57
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/3/06,0.01,0,0,70,51,54
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/3/06,0.01,0,0,71,53,63
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/4/06,0.54,0,0,73,45,46
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/4/06,0.27,0,0,73,44,47
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/5/06,0,0,0,73,43,43
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/5/06,0,0,0,61,39,41
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/6/06,0,0,0,54,39,49
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/6/06,0,0,0,54,38,50
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/7/06,0.07,0,0,65,47,53
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/7/06,0.1,0,0,68,38,51
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/8/06,0.2,0,0,60,59,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/8/06,0.3,0,0,80,51,60
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/9/06,0.58,0,0,60,34,39
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/9/06,0.58,0,0,61,33,39
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/10/06,0,0,0,59,37,45
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/10/06,0,0,0,58,36,43
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/11/06,0,0,0,67,42,51
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/11/06,0,0,0,67,39,52
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/12/06,0,0,0,75,47,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/12/06,0,0,0,72,52,62
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/13/06,0.02,0,0,75,56,58
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/13/06,0.03,0,0,79,57,60
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/14/06,0,0,0,81,56,60
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/14/06,0,0,0,80,54,62
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/15/06,0,0,0,77,60,63
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/15/06,0,0,0,79,59,65
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/16/06,0,0,0,84,54,58
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/16/06,0,0,0,85,48,64
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/17/06,0.04,0,0,72,49,49
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/17/06,0.07,0,0,74,50,51
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/18/06,0.16,0,0,63,44,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/18/06,0,0,0,64,39,55
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/19/06,0,0,0,71,46,57
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/19/06,0,0,0,71,45,53
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/20/06,0,0,0,77,46,68
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/20/06,0,0,0,77,45,58
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/21/06,0,0,0,82,55,61
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/21/06,0,0,0,82,54,63
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/22/06,0.35,0,0,66,54,56
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/22/06,0.2,0,0,68,57,67
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/23/06,1.3,0,0,66,50,51
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/23/06,1.9,0,0,69,49,52
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/24/06,0.01,0,0,71,50,59
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/24/06,0.04,0,0,70,51,62
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/25/06,0,0,0,74,48,57
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/25/06,0,0,0,74,58,59
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/26/06,0.06,0,0,78,43,46
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/26/06,0.05,0,0,79,42,46
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/27/06,0,0,0,61,40,51
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/27/06,0,0,0,63,40,46
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/28/06,0,0,0,73,51,54
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/28/06,0,0,0,74,46,54
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/29/06,0,0,0,68,41,51
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/29/06,0,0,0,66,39,50
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/30/06,0,0,0,69,40,50
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,4/30/06,0,0,0,70,39,50
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/1/06,0,0,0,69,40,52
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,5/1/06,0,0,0,69,41,49
US1DCDC0003,"WASHINGTON 5.0 WNW, DC US",38.937668,-77.099101,91.1,5/1/06,0,0,,,,
US1DCDC0001,"WASHINGTON 3.0 ENE, DC US",38.917137,-76.962607,17.1,5/1/06,0,0,,,,
US1DCDC0002,"WASHINGTON 3.7 NNW, DC US",38.957388,-77.033727,85,5/1/06,0,0,,,,
